bodyname,mass,x,y,z,vx,vy,vz
Sun,1.989e30,-8.801738753250328E-03,  2.418278082738457E-03,  1.248325413118781E-03, -2.634806765368221E-06, -8.002425851603349E-06, -3.324888789881831E-06,
Earth,5.972e24,-9.996672466358069E-01,  8.075201808806683E-02,  3.520836286022697E-02, -1.756006514372640E-03, -1.578945708372428E-02, -6.844408864354289E-03
